Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
maroon-linen-muslin-needlework,Chocolate Brown Linen Muslin Silk Saree With Bird Motif Needlework | Korasutra,"<p><span>Enhance your ethnic style with the chocolate brown Linen Muslin Saree from Korasutra. Handcrafted with intricate bird motif needlework, this saree blends traditional artistry with contemporary appeal. Made from a premium linen-muslin fabric, it is lightweight, breathable, and ideal for summer wear, festive celebrations, office wear, and elegant day gatherings. A perfect fusion of comfort, craftsmanship, and sophistication.</span></p>
<p><span>Length 6.5 m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSLNMN20,0.0,shopify,1,deny,manual,9750.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789069/korasutra/products/images/maroon-linen-muslin-needlework-0-792a9680.jpg,1,,false,,"Enhance your ethnic style with the Maroon Linen Muslin Saree from Korasutra. Handcrafted with intricate bird motif needlework, this saree blends traditional artistry with contemporary appeal. Made from a premium linen-muslin fabric, it is lightweight, breathable, and ideal for summer wear, festive celebrations, office wear, and elegant day gatherings. A perfect fusion of comfort, craftsmanship, and sophistication. Length 6.5 m with blouse piece",,,,,,,,,,,,,,,maroon; chocolate; brown,,one-size,female,,kg,,,active
maroon-linen-muslin-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-linen-muslin-needlework/0-792a9680.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-linen-muslin-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-linen-muslin-needlework/1-42e7e771.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-linen-muslin-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-linen-muslin-needlework/2-bbf4107e.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-linen-muslin-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-linen-muslin-needlework/3-9da7ec77.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-linen-muslin-needlework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-linen-muslin-needlework/4-960aae84.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-pure-silk-wax-batik,Grey Pure Silk Wax Batik Saree with Leaf Motif | Korasutra,"<p><span>Shop Grey Pure Silk Wax Batik Saree with elegant leaf motif. Handcrafted luxury silk saree by Korasutra, perfect for festive and formal occasions.</span></p>
<p><span>Length is 6.5m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,7750.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789072/korasutra/products/images/grey-pure-silk-wax-batik-0-745c3a2c.jpg,1,,false,,,,,,,,,,,,,,,,,grey,,,female,,kg,,,active
grey-pure-silk-wax-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-pure-silk-wax-batik/0-745c3a2c.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-pure-silk-wax-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-pure-silk-wax-batik/1-3b1a2aac.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-pure-silk-wax-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-pure-silk-wax-batik/2-73b83331.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-pure-silk-wax-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-pure-silk-wax-batik/3-ad60f5db.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-pure-silk-wax-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/grey-pure-silk-wax-batik/4-bdca0075.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-pure-silk-block-print,Yellow Pure Silk Block Print Saree with Black Striped Border | Korasutra,"<p><span>Shop Yellow Pure Silk Block Print Saree with black striped border. Handcrafted luxury silk saree by Korasutra, perfect for festive and elegant occasions.</span></p>
<p><span>Length is 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,7250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789075/korasutra/products/images/yellow-pure-silk-block-print-0-4b018714.jpg,1,,false,,,,,,,,,,,,,,,,,yellow,,,female,,kg,,,active
yellow-pure-silk-block-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-pure-silk-block-print/0-4b018714.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-pure-silk-block-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-pure-silk-block-print/1-4a966836.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-pure-silk-block-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-pure-silk-block-print/2-354f45fb.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-pure-silk-block-print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/yellow-pure-silk-block-print/3-bfd148e4.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,Pink Tissue Bengal Silk Saree With Sequins | Korasutra,"<p><span>Shop elegant Pink Tissue Bengal Silk Saree with delicate sequin work at Korasutra. Perfect for weddings, parties &amp; festive occasions. Buy online now.</span></p>
<p><span>Length is 6.5m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,11399.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789080/korasutra/products/images/pink-tissue-muslin-sequins-0-568743f4.png,1,,false,,,,,,,,,,,,,,,,,pink,,one-size,female,,kg,,,active
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-tissue-muslin-sequins/0-e8c0d65e.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845400/korasutra/products/images/pink-tissue-muslin-sequins-csv-3-5ea7ddcf11.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845401/korasutra/products/images/pink-tissue-muslin-sequins-csv-4-3f579b487e.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845402/korasutra/products/images/pink-tissue-muslin-sequins-csv-5-38f9b48c38.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845402/korasutra/products/images/pink-tissue-muslin-sequins-csv-6-e96978b904.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845403/korasutra/products/images/pink-tissue-muslin-sequins-csv-7-d026b7f2fb.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-tissue-muslin-sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845403/korasutra/products/images/pink-tissue-muslin-sequins-csv-8-b470f32eaa.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-linen-niddle-work,Pink Linen Jamdani Saree With Needlework | Korasutra,"<p dir=""auto"">Shop Pink Linen Jamdani Saree with exquisite needlework from Korasutra. Lightweight, breathable handcrafted luxury saree in soft pink – perfect for festive elegance.</p>
<p dir=""auto"">Length 6.5m with blouse piece </p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSLNPK26,0.0,shopify,1,deny,manual,4250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789084/korasutra/products/images/pink-linen-niddle-work-0-43304443.jpg,1,,false,,,,,,,,,,,,,,,,,pink,linen,one-size,,,kg,,,active
pink-linen-niddle-work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-linen-niddle-work/0-43304443.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-linen-niddle-work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-linen-niddle-work/1-3f2e84c9.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-linen-niddle-work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-linen-niddle-work/2-2ae8e7e2.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink-linen-niddle-work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/pink-linen-niddle-work/3-5a429e71.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha,Maroon Pure Silk Kantha Stitch Saree with Lotus Motif Threadwork | Korasutra,"<p><span>Indulge in regal elegance with this Maroon Pure Silk Kantha Stitch Saree with Lotus Motif Threadwork from Korasutra. Crafted from luxurious pure silk, this saree features exquisite hand-embroidered Kantha stitching, celebrating India’s rich textile heritage. The deep maroon hue exudes sophistication, while the delicate lotus motif threadwork symbolizes purity, grace, and timeless beauty.</span></p>
<p><span>Length 6.5m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,,,true,Title,Default Title,,,,,,,,KSKNMN12,0.0,shopify,1,deny,manual,13250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789091/korasutra/products/images/maroon-pure-silk-kantha-0-16bfe8d9.jpg,1,,false,,,,,,,,,,,,,,,,,maroon,silk,,female,,kg,,,active
maroon-pure-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha/0-16bfe8d9.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha/1-529b48fb.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha/2-971f830d.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha/3-6ba6091a.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-pure-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/maroon-pure-silk-kantha/4-6df0b60a.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-blended-silk-kantha,Green Blended Silk Kantha Stitch Saree With Swan Motif | Korasutra,"<p><span>Embrace timeless elegance with this Green Blended Silk Kantha Stitch Saree with Swan Motif from Korasutra. Crafted from premium blended silk, this saree features exquisite hand-embroidered Kantha stitching, celebrating traditional craftsmanship with a refined contemporary appeal. The serene green base is beautifully enhanced by graceful swan motifs, symbolizing beauty, purity, and harmony.</span></p>
<p><span>Length 6.25m with blouse piece </span></p>
<p><span> </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,KSKAGN19,0.0,shopify,1,deny,manual,6600.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789096/korasutra/products/images/green-blended-silk-kantha-0-03d7519b.jpg,1,,false,,,,,,,,,,,,,,,,,green,,one-size,female,,kg,,,active
green-blended-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/green-blended-silk-kantha/0-03d7519b.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-blended-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/green-blended-silk-kantha/1-a8171993.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-blended-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/green-blended-silk-kantha/2-c2c2537b.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-blended-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/green-blended-silk-kantha/3-3e02f31a.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-blended-silk-kantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/green-blended-silk-kantha/4-6d9fbaa6.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown-tussar-baluchari,Brown Tussar Silk Baluchari Saree with Handwoven Motifs | Korasutra,"<p><span>Discover Korasutra’s Brown Tussar Silk Baluchari Saree with exquisite handwoven motifs. A timeless blend of tradition, elegance, and luxury craftsmanship.</span></p>
<p><span>Length 6.25 with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,14250.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789101/korasutra/products/images/brown-tussar-baluchari-0-4a11a443.png,1,,false,,,,,,,,,,,,,,,,,brown,,one-size,female,,kg,,,active
brown-tussar-baluchari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/brown-tussar-baluchari/0-4a11a443.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown-tussar-baluchari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/brown-tussar-baluchari/1-64148ec7.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown-tussar-baluchari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/brown-tussar-baluchari/2-b7be043d.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown-tussar-baluchari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/brown-tussar-baluchari/3-bcc015b3.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-tissue-tussar-jamdani,Black Tissue Tussar Jamdani Saree With Lotus Needlework |  Korasutra,"<p><span>Shop the Black Tissue Tussar Jamdani Saree with Lotus Needlework from Korasutra. Lightweight, elegant, and handcrafted, this saree features intricate Jamdani weaving and delicate lotus embroidery—perfect for festive occasions, weddings, and evening wear.</span></p>
<p><span>Length 6.5m with blouse piece </span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,14499.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777789106/korasutra/products/images/black-tissue-tussar-jamdani-0-50d393f8.png,1,,false,,,,,,,,,,,,,,,adults,,black; floral,silk,one-size,female,,kg,,,active
black-tissue-tussar-jamdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-tissue-tussar-jamdani/0-679ef602.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-tissue-tussar-jamdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845406/korasutra/products/images/black-tissue-tussar-jamdani-csv-3-6a54d12cba.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-tissue-tussar-jamdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845406/korasutra/products/images/black-tissue-tussar-jamdani-csv-4-ea12ded9f0.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-tissue-tussar-jamdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845407/korasutra/products/images/black-tissue-tussar-jamdani-csv-5-6017389756.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-tissue-tussar-jamdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845407/korasutra/products/images/black-tissue-tussar-jamdani-csv-6-641edf1128.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-tissue-tussar-jamdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845408/korasutra/products/images/black-tissue-tussar-jamdani-csv-7-ab420062f2.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-bishnupuri-silk-batik,Black Pure Silk Batik Print Saree with Bird Motifs | Korasutra,"<p><span>Shop Black Pure Silk Batik Print Saree with Bird Motifs by Korasutra. Handcrafted batik detailing in premium silk—perfect for weddings, festivals, and luxury wear.</span></p>
<p><span>Length 6.5m with blouse piece</span></p>",Kora Sutra,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,,,true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,7750.00,,true,true,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1777788881/korasutra/products/images/black-bishnupuri-silk-batik-0-40f0b3d0.png,1,,false,,,,,,,,,,,,,,,,,black,,one-size,female,,kg,,,active
black-bishnupuri-silk-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iltyypblxerkwqglfvct.supabase.co/storage/v1/object/public/product-images/black-bishnupuri-silk-batik/0-ec5417bc.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-bishnupuri-silk-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845408/korasutra/products/images/black-bishnupuri-silk-batik-csv-3-e57f6355e0.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-bishnupuri-silk-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845409/korasutra/products/images/black-bishnupuri-silk-batik-csv-4-85fa903da4.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-bishnupuri-silk-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845410/korasutra/products/images/black-bishnupuri-silk-batik-csv-5-152d061549.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-bishnupuri-silk-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845410/korasutra/products/images/black-bishnupuri-silk-batik-csv-6-f60f656c8b.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-bishnupuri-silk-batik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/dcobed5zm/image/upload/v1778845411/korasutra/products/images/black-bishnupuri-silk-batik-csv-7-cc73c89c1a.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
